Title,Actual_Price,Selling_Price,Brand,Model Name,Colour,Form_Factor,Connectivity_Type
(Renewed) Skullcandy Push Active Bluetooth Truly Wireless in Ear Earbuds with Mic with 44 Hours Total Battery & Ip55 Sweat and Water Resistant (True Black/Orange),,,Skullcandy,Push Active,Orange Black,In Ear,Wireless
"Portronics Conch 110 in Ear Wired Earphones with Mic, Powerful Audio, 3.5mm Jack, Tangle Resistant 1.2M Cable Length, Wide Compatibility(Red)",₹599,499,Portronics,Conch 110,Red,In Ear,Wired
Jabra EVOLVE 75 MS Stereo Bluetooth Wireless On Ear Headphones With mic Black,"₹38,990","33,990",Jabra,Jabra EVOLVE 75 MS Stereo BT 4:0 HD voice Headphones with link 370,Black,Over Ear,Wireless
Meyaar Beex Abhinandan Series Wired Handsfree Stereo Earphones in-Ear Headphones Bass Earbuds (2 Pack| White),₹999,249,Meyaar,Meyaar,White,In Ear,Wired
"Noise Buds VS402 Truly Wireless in Ear Earbuds, 35-Hours of Playtime, Instacharge, Quad Mic with ENC, Hyper Sync (Neon Black) & Pulse Go Buzz Smart Watch Bluetooth Calling with 1.69"" Display",,,Noise,,Neon Black,In Ear,Wireless
"Boult Audio Z20 True Wireless in Ear Earbuds with Zen ENC Mic, 40H Playtime, Type-C Fast Charging, Made in India, 10mm Rich Bass Drivers, Environmental Noise Cancellation, IPX5 Ear Buds TWS (Green)","₹5,499","1,399",Boult Audio,AirBass,Z20 Green,In Ear,Wireless
"(Renewed) boAt Airdopes 141 Bluetooth Truly Wireless In Ear Earbuds with 42 Hours Playback, Fast Charge, IWP Technology, IPX4, Bluetooth v5.0 and Voice Assistant with mic(Cyan Cider)",,,boAt,Airdopes 141,Cyan Cider,In Ear,Wireless
Skullcandy Push True Wireless Bluetooth in-Ear Headphones with Microphone - Dark Gray,"₹11,260","7,880",Skullcandy,,grey,In Ear,Wireless
"Wings Phantom 110 Neckband with ENC Mic,Dual Pairing, 20 hrs Playtime, Bluetooth 5.3,Dedicated Bass Boost Mode and Gaming Mode with 50ms Ultra Low Latency Headphones (Red)","₹1,999",899,Wings,WL-PHANTOM110-RED,Red,nan,nan
"Noise Newly Launched Xtreme in-Ear Wireless Neckband with 100 + Hours of Playtime, Instacharge, ESR, Hyper Sync, Dual Pairing, Low Latency, 10mm Driver, and Bluetooth v5.2, with Mic (Blazing Purple)","₹3,999","1,999",Noise,Noise Xtreme,Blazing Purple,In Ear,Wireless
"pTron Basspods 581 True Wireless Bluetooth 5.0 Headphones with Deep Bass, Ergonomic Wireless Earbuds, Quick Pairing, Passive Noise Canceling Buds, Voice Assistance & Built-in HD Mic (Black & Yellow)","₹2,499",599,PTron,Basspods 581,Black & Yellow,In Ear,Wireless
"ZEBRONICS Zeb-Sound Bomb 1 TWS Earbuds with BT5.0, Up to 12H Playback, Touch Controls, Voice Assistant, Splash Proof with Type C Portable Charging Case (Blue)","₹2,499","1,199",ZEBRONICS,ZEB-SOUND BOMB 1 - BLUE,blue,Earbuds,Wireless
Skullcandy Push Active Bluetooth Truly Wireless in Ear Earbuds with Mic with 44 Hours Total Battery & Ip55 Sweat and Water Resistant (True Black/Orange),"₹13,999","7,951",Skullcandy,Push Active,Orange Black,In Ear,Wireless
"Logitech H340 Stereo Wired Over Ear Headphones With Mic With Noise-Cancelling, Usb, Pc/Mac/Laptop - Black","₹3,195","2,490",Logitech,l1,Black,Over Ear,Wired
"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)","₹3,990","1,399",boAt,Rockerz 450,Luscious Black,On Ear,Wireless
"boAt Airdopes 141 Bluetooth Truly Wireless In Ear Earbuds with 42H Playtime, ASAP Charge, IWP, IPX4 Water Resistance, Smooth Touch Controls(Active Black)","₹4,499","1,590",boAt,,Black,Earbuds,nan
"Zebronics ZEB-YOGA Wireless Bluetooth Supporting Earphone With Neckband Supports Magnetic Switch Control, Dual Pairing, Call Function, Voice Assistant, Water Resistant & Upto 21hrs* Playback Time (Grey)","₹1,499","1,148",ZEBRONICS,ZEB-YOGA (GRAY),GRAY,In Ear,Bluetooth
"Meyaar Rplus Edition 0666 Wired Durable Metal Earphones Earbuds with Microphone & Deep Bass Clear Sound Noise Isolating in Ear Headphones, Stereo Ear Buds for Cell Phones, Laptop, Tablet, (Black)",₹799,99,Meyaar,,Metal Black,In Ear,wired usb
boAt 102 Bluetooth Wireless in Ear Earphones with Mic (Red),"₹1,990","1,212",boAt,102 Wireless,Red,In Ear,Bluetooth
"boAt Rockerz 330ANC Bluetooth in Ear Neckband with mic, Crystal Bionic Sound Powered by Dirac Opteo, Active Noise Cancellation, 13mm Drivers, ASAP Charge, 24H Playback & ENx Tech(Funky Grey)","₹4,990","1,999",boAt,Rockerz 330ANC,Funky Grey,In Ear,Wireless
"boAt Airdopes 413ANC True Wireless Earbuds with Hybrid ANC, 2*Mics ENx™ Tech & Ambient Mode & Stone Grenade 5W Bluetooth Speaker with upto 7 Hours Battery, IPX6 Water & Shock Resistant & Rugged Design",,,boAt,,,In Ear,Wireless
"Jabra Elite 85t Bluetooth Truly Wireless in Ear Earbuds with mic, Advanced Active Noise Cancellation with Long Battery Life and Powerful Speakers Wireless Charging Case (Titanium Black)",,"7,999",Jabra,Elite 85t,Titanium Black,nan,nan
Skullcandy Hesh 2 Bluetooth Wireless Over Ear Headphones with Mic (Gunmetal Black),"₹20,616","14,616",Skullcandy,Hesh 2,Black/Gunmetal,nan,nan
Meyaar M-11 Noise Isolating Wired in-Ear Headphones Earphones with Pure Sound and Powerful Bass with Mic (Dark Pink),₹799,189,Meyaar,M-11,Dark Pink,In Ear,Wired
"Portronics Conch 20 in-Ear Wired Earphone with Type-C Jack, Powerful Audio, Built-in Microphone, Tangle Resistant Cable(White)",₹599,399,Portronics,Conch 20,White,In Ear,Wired
"boAt Airdopes 121v2 in-Ear True Wireless Earbuds with Upto 14 Hours Playback & Stone 170 5W Bluetooth Speaker with Upto 6 Hours Playback, TWS Feature, IPX6, Multifunction Buttons",,,boAt,,,In Ear,Wireless
"(Renewed) boAt 102 Wireless Lightweight Neckband with BT v5.0, Immersive Audio, Up to 15H Playback, IPX4 Water Resistance, Dual Pairing, Magnetic Earbuds(Blue)",,,boAt,,Blue,In Ear,Wireless
(Renewed) boAt Rockerz 450 Bluetooth On-Ear Headphone with Mic(Hazel Beige),,,boAt,Rockerz 450,Hazel Beige,On Ear,Bluetooth
"Meyaar Beex Abhinandan Series HF-61 Deep Bass Headset, Wired in-Ear Earphone with Mic (Black)",₹999,119,Meyaar,HF-61,Black,In Ear,Wired
"Logitech H340 Stereo Wired Over Ear Headphones With Mic With Noise-Cancelling, Usb, Pc/Mac/Laptop - Black","₹3,195","2,490",Logitech,l1,Black,Over Ear,Wired
"boAt Airdopes 141 True Wireless in Ear Earbuds with mic, 42H Playtime, Beast Mode & Stone 180 5W Bluetooth Speaker with Upto 10 Hours Playback, 1.75"" Driver, IPX7 & TWS Feature(Black)",,,boAt,,Black,In Ear,Wireless
"CableCreation 3.5mm TRS Aux Cable, Braided Audio Auxiliary Input Adapter Male to Male for Car, Hi-Fi Sound, Cotton Compatible with Headphone, Galaxy S22, Phone, Home Stereo, Car Stereo&More","₹1,399",599,CableCreation,,"Gold, White, Black",nan,Auxiliary
"boAt Airdopes 121 PRO True Wireless in Ear Earbuds Signature Sound(Royal Blue) & Wave Call Smart Watch, Smart Talk (Active Black) & Xtend/Xtend RTL Smartwatch(Sandy Cream)",,,boAt,,Royal Blue,In Ear,Wireless
Skullcandy Hesh3 Wireless Over-Ear Headphones with Mic (Vice/Gray/Crimson),"₹9,999","6,999",Skullcandy,Hesh3 BT,Vice/Gray/Crimson,Over Ear,Wireless
"pTron Bassbuds Revv Wireless in Ear Earbuds with Mic, ENC for Best Calling, 50ms Low Latency, 13mm Driver, Punchy Bass, BT5.3, Touch Control, Type-C Fast Charging, Up to 28Hrs Playtime & IPX4 (Black)","₹4,599","1,099",PTron,Bassbuds Revv,Black,In Ear,Wireless
ZEBRONICS Zeb-PREKSHA Wireless Bluetooth in Ear Headset with Mic (White),"₹1,999",849,ZEBRONICS,,White,In Ear,Wireless
Meyaar DG-Beex In-Ear Rich Bass Metal Earbuds with HD Sound Heavy BASS Wired Headset with Mic (Black),,199,Meyaar,,Black,In Ear,wired usb
(Renewed) boAt Rockerz 550 Wireless Bluetooth Over The Ear Headphones with Mic (Army Green),,,boAt,Rockerz 550,Army Green,Over Ear,"Wireless, Bluetooth v5.0"
boAt BassHeads 220 Wired Earphones with Inline Mic(Black),"₹1,390",599,boAt,Bassheads 220,Black,In Ear,Wired
"Portronics Muffs A Bluetooth 5.0 Wireless Headphone Over The Ear Headset with Handsfree Calling, Comfortable Design, 3.5mm Aux-in, Long Playtime, Powerful Bass(Blue)","₹2,499","1,499",Portronics,Muffs A,Blue,nan,nan
"boAt Nirvana 751 ANC Hybrid Active Noise Cancelling Bluetooth Wireless Over Ear Headphones with Up to 65H Playtime, ASAP Charge, Ambient Sound Mode, Immersive Sound, Carry Pouch(Gunmetal Grey)","₹7,990","3,999",boAt,Nirvanaa 751 ANC,Gunmetal Grey,Over Ear,Bluetooth 5.0
"Wings Sling100, Bluetooth 5.1 Wireless Neckband Earphones, Environmental Noise Cancellation, Vibration Alert 20 Hours Playtime - Blue, (WL-SLING100-BLU)","₹2,499",699,Wings,,Blue,In Ear,Wireless
"Noise Air Buds+ in-Ear Truly Wireless Earbuds with Instacharge & Hypersync Technology, Silicone tip, Superb Calling & 20 Hour Playtime with Mic - Jet Black","₹5,499","1,599",Noise,Air Buds+,Jet Black,In Ear,Wireless
(Renewed) Skullcandy Jib Plus Wireless Bluetooth In Ear Earphone with Mic (Black),,,Skullcandy,,Black,In Ear,Wireless
(Renewed) Skullcandy Hesh Evo Wireless Over the Ear Headphone with Mic (Blue),,,Skullcandy,,Blue,Over Ear,Wireless
Jabra Jabra Evolve 20 Wired On Ear hEadphones with microphone black,"₹7,156","5,770",Jabra,,black,On Ear,Wired
"Meyaar DGBeex Edition Wired Durable Metal Earphones Earbuds with Microphone & Deep Bass Clear Sound Noise Isolating in Ear Headphones, Stereo Ear Buds for Cell Phones, Laptop, Tablet, Gaming Black",,199,Meyaar,,Metal Black,In Ear,Wired
"Meyaar Beex【10 Pack】 in-Ear Wired Stereo Headphones with Microphone for iOS and Android Smartphones, Fits All 3.5mm Interface Device, (10 Pack - 5 Black, 5 White)",₹999,699,Meyaar,,Black,In Ear,Wired
"boAt Xtend Pro with Advanced Dedicated Bluetooth Calling Chip, Dial Pad, 1.78” AMOLED Display, ASAP™ & Rockerz 330ANC Bluetooth Neckband in Ear Earphones with mic, Crystal Bionic Sound",,,boAt,,Clear,nan,nan
"ZEBRONICS Zeb-Sound Bomb 1 TWS Earbuds with BT5.0, Up to 12H Playback, Touch Controls, Voice Assistant, Splash Proof with Type C Portable Charging Case (Black)","₹2,499",879,ZEBRONICS,ZEB-SOUND BOMB 1 - BLACK,black,Earbuds,Wireless
boAt Bassheads 242 in Ear Wired Earphones with Mic(Active Black),"₹1,490",599,boAt,Bassheads 242,Active Black,In Ear,Wired
"Meyaar Abhinandan Made in India Earbuds Stereo Headphones High Definition, Wired Earphones with Multifunctional Mic Metal Wired Earphone for Android, Mp3 Players,Tablet Laptop (Black)",₹499,119,Meyaar,,Metal Black,In Ear,wired usb
boAt Airdopes 451v2 Bluetooth Truly Wireless Earbuds with Mic(Viper Green),"₹5,990","3,499",boAt,Airdopes 451v2,Viper Green,In Ear,Wireless
"(Renewed) Jabra Elite 3 in Ear Wireless Bluetooth Earbuds – Noise Isolating True Wireless Buds with 4 Built-in Microphones for Clear Calls, Rich Bass, Customizable Sound, and Mono Mode - Navy",,,Jabra,,Navy,In Ear,Wireless
boAt Bassheads 102 Wired in Ear Earphones with Mic (Mint Orange),"₹1,290",399,boAt,Bassheads 102,Mint Orange,In Ear,Wired
"Meyaar SP-26 SPN Series with Super Heavy Bass Stereo Earphones Earbuds with Remote & Microphone for Laptops, Gaming Noise Isolating Tangle Free Headsets in Ear Headphones (Black)",₹599,119,Meyaar,,Black,In Ear,wired usb
Meyaar SPN UpBeat-1 Wired in Ear Earphone with Mic (Light Blue),₹349,179,Meyaar,Upbeat-1,Blue,In Ear,Wired
"(Renewed) boAt 100 Wireless On-Neck Bluetooth V5.0 Earphones with Flexible & Lightweight Design,Upto 30 Hours Battery Time, IPX 4 Sweat and Water Resistance & Integrated Controls with in-Built mic(Maroon)",,,boAt,,Maroon,On Ear,Wireless
"ZEBRONICS Zeb-Evolve Wireless in Ear Neckband Earphone with Supporting Bluetooth v5.0, Voice Assistant, Rapid Charge, Call Function & Magnetic Earpiece, with mic (Metallic Blue)","₹1,499",945,ZEBRONICS,ZEB-EVOLVE,Metallic Blue,In Ear,Wireless
"ZEBRONICS Zeb-Thunder Bluetooth Wireless On Ear Headphone FM, mSD, 9 hrs Playback with Mic (Neon Yellow)","₹1,399",599,ZEBRONICS,Zeb-Thunder (Neon Yellow),Neon Yellow,On Ear,"Wireless, Wired"
"Skullcandy Jib True Wireless Earbuds with 22 Hours Total Battery, IPX4 Sweat and Water Resistant, Use Either Bud Solo, Dual Microphones, Noise-Isolating Fit,Call, Track and Volume Control (Golden Red)","₹8,999","3,199",Skullcandy,Jib TWS,Golden Red,In Ear,Wireless
"Noise Buds VS402 Truly Wireless in Ear Earbuds, 35-Hours of Playtime, Instacharge, Quad Mic with ENC, Hyper Sync, Low Latency, 10mm Driver, Bluetooth v5.3 and Breathing LED Lights (Neon Black)","₹3,999","1,899",Noise,Buds VS402,Neon Black,In Ear,Bluetooth 5.3
"(Renewed) ZEBRONICS Zeb-Bang PRO Bluetooth v5.0 Headphone, 30H Backup, Foldable Design, Call Function, Voice Assistant Feature, Built-in Rechargeable Battery, Type C Charging, 40mm Driver and AUX. (Red)",,,ZEBRONICS,Zeb- Bang Pro ( Red),Red,nan,Wireless
"Meyaar SP Dual Driver Earphones,6D Sound High End Sport Earbuds Noise Isolating Deep Bass in Ear Earphones with Microphones Headphones with Volume Control (Metal Whiite)",₹999,249,Meyaar,,Metal Whiite,In Ear,Wireless
"Gaming Headset K8 with Surround Sound, Premium Wired Over Ear Gaming Headphones with Mic & LED Light, Compatible with PS5, PS4, Switch, Xbox Series X|S, PC, Laptop. (White)","₹1,999",827,RUNMUS GAMING,K8,Black,Over Ear,Wired
boAt Bassheads 100 Wired in Ear Earphones with Mic (Mint Orange),₹999,399,boAt,Bassheads 100,Mint Orange,In Ear,Wireless
Skullcandy Hesh ANC Bluetooth Wireless Over-Ear Headphones With Mic (Black),"₹29,999","10,599",Skullcandy,,True Black,Over Ear,Wireless
"Meyaar Beex Edition Wired Durable Earphone Metal Earphones Earbuds with Microphone & Deep Bass Clear Sound Noise Isolating in Ear Headphones, Ear Buds for All Smartphones (Metal White-AW)",,179,Meyaar,,Metal White,In Ear,Wired
"Skullcandy Hesh ANC Wireless Over-Ear Headphones, Active Noise Cancelling, Wireless Charging 22 Hours Battery Life - Mob White","₹19,999","10,599",Skullcandy,Hesh ANC,Mod White,Over Ear,Wireless
Dylect in-Ear Wired Earphone I Stereo Quality Sound I High Bass I in-Built Mic I 1.2m Tangle Free Cable I 3.5mm Aux Port (Black),₹299,188,Dylect,Dylect Wired Earphone,Black,In Ear,Wired
Jabra Evolve 75 UC Wireless Bluetooth On Ear Headphones with Mic (Black),"₹58,990","33,000",Jabra,Jabra Evolve 75 Link 370 UC Bluetooth Wireless office headset,Black,On Ear,Wireless
"ZEBRONICS Zeb-Evolve 5.0 Bluetooth Wireless in Ear Earphones with Mic with Voice Assistant, Rapid Charge, Dual Pairing, Call Function and Magnetic Earpiece (Metallic Red)","₹1,499",499,ZEBRONICS,ZEB-EVOLVE,Metallic Red,In Ear,Wireless
"Meyaar [Pack of 2 SP-27 Stereo in-Ear Wired Earphones with mic, Suitable for Android Smartphones (2 Black)",₹999,259,Meyaar,SP-27,Black,In Ear,Wired
(Renewed) boAt Airdopes 441 Bluetooth Truly Wireless Earbuds with Mic(Mint Green),,,boAt,,Mint Green,In Ear,Wireless
Skullcandy Jib 2 True Wireless Earbuds (Light Gray Blue),"₹9,999","3,699",Skullcandy,Jib 2 TWS,Black,In Ear,Wireless
"Wings Phantom 550, Gaming TWS Earbuds, with 45 Hours Playtime, Bluetooth 5.3, Environmental Noise Cancellation, Touch Controls Headphones",,999,Wings,Phantom 550-Blue,Blue,nan,nan
"Portronics Conch 80 in Ear Wired Earphones with Mic, 10mm Dynamic Drivers, Extra Bass, Magnetic Latch, Nylon Braided Wire(Blue)",₹599,348,Portronics,Conch 80,Blue,In Ear,Wired
"boAt Nirvana 751 ANC Hybrid Active Noise Cancelling Bluetooth Wireless Over Ear Headphones with Up to 65H Playtime, ASAP Charge, Ambient Sound Mode, Immersive Sound, Carry Pouch(Gunmetal Grey)","₹7,990","3,999",boAt,Nirvanaa 751 ANC,Gunmetal Grey,Over Ear,Bluetooth 5.0
"Portronics Harmonics 224 POR-1156 Wireless Bluetooth 5.0 Sports Headset with High Bass, Powerful Audio Drivers Comfort Fit, Supreme Sound, Built-in Mic for Calls, All Android & iOS Devices, Black","₹1,499",809,Portronics,Earphone,Black,In Ear,Wireless
"boAt Xtend Pro with Advanced Dedicated Bluetooth Calling Chip, Dial Pad, 1.78” AMOLED Display, ASAP™(Fast) Charge & Airdopes 141 True Wireless in Ear Earbuds with mic, 42H Playtime, Beast Mode",,"1,399",boAt,,Clear,nan,nan
Skullcandy Method Active Noise Cancellation Wireless Earphone (Black/Black/Gray),"₹9,000","4,859",Skullcandy,Method ANC,Black,In Ear,Wireless
Skullcandy Push Ultra Truly Wireless Bluetooth in Ear Earbuds with Mic (Black),"₹19,586","13,586",Skullcandy,Push Ultra,Black,In Ear,Bluetooth
"Boult Audio XCharge Wireless in Ear Bluetooth Earphones with ENC Mic, 20H Playtime, Type-C Fast Charging (15Min=15Hrs Playtime), Made in India, Biggest 14.2mm Bass Drivers Neckband (Red)","₹4,999",899,Boult Audio,ProBass Xcharge,Red,In Ear,Wireless
"Wings Phantom 760 Wireless Earphones, Earbuds with Low Latency 40 ms, Sync App Support, Gaming Designed case with LED Lights, Bullet ChargeTM Headphones, Bluetooth 5.3 TWS Airpods","₹2,999","1,399",Wings,Phantom 760,Metallic Grey,nan,nan
"boAt Airdopes 413ANC True Wireless in Ear Earbuds with Hybrid ANC, 2 Mics ENx Tech, Signature Sound & Stone 1000 14W Bluetooth Speaker with 8 Hours Playback, Bluetooth v5.0 & IPX5(Black)",,,boAt,,Black,In Ear,Wireless
Jabra BIZ 1500 Duo - Professional UC Wired Headset,"₹18,900","6,500",Jabra,1500 Duo,Duo Speaker,On Ear,Wired
"Jabra Talk 25 SE Mono Bluetooth Wireless in Ear Earphones, Wireless Single Ear Headset with Mic, Media Streaming and up to 9 Hours Talk Time - Black","₹2,499","2,386",Jabra,Talk 25 SE,Black,On Ear,Wireless
Meyaar R-Plus in-Ear Compatible with Realme X2 X2pro Wired Earphones with Mic 3.5mm/Jack Powerful Super Heavy Bass/Hands-Free/Headphone with Mic (Black),₹999,259,Meyaar,,White,In Ear,wired usb
"(Renewed) boAt Rockerz 185 Wireless In Ear Neckband with BT v5.0, Immersive Audio, Dual Pairing, IPX4 Water Resistance, Magnetic Earbuds, Up to 15H Playback(Blue Bliss)",,,boAt,,Blue Bliss,In Ear,Wireless
Skullcandy Dime 2 True Wireless in-Ear Earbuds - Take a Hike,"₹9,558","6,558",Skullcandy,Dime 2,Multicolour,In Ear,Bluetooth
Meyaar SPN UpBeat-1 Wired in Ear Earphone with Mic (Black+White),₹799,279,Meyaar,Upbeat-1,Blue+Black,In Ear,Wired
"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, (Aqua Blue) & Airdopes 121v2 in-Ear True Wireless Earbuds with Upto 14 Hours Playback, with Mic (Midnight Blue)",,"1,299",boAt,,Aqua Blue,On Ear,Wireless
Jabra Evolve 30 II Stero On Ear Wired Headphone with Mic (Black),"₹12,500","8,850",Jabra,,Black,nan,nan
"Jabra Elite 2 in Ear Bluetooth Truly Wireless in Ear Earbuds with 21 Hours of Battery, with mic for Clear Calls, Rich Bass and Comfortable fit - Dark Grey","₹5,999","3,999",Jabra,Elite 2,Lilac,nan,nan
"Meyaar Beex Abhinandan Series HF-61 Ultra High Bass Headset, Wired in-Ear Earphone with Mic (Black)",₹999,99,Meyaar,HF-61,Black,In Ear,Wired
"Boult Audio FXCharge Wireless in Ear Bluetooth Earphones with ENC Mic, 32H Playtime, Type-C Fast Charging (5Min=7Hrs Playtime), Made in India, Biggest 14.2mm Bass Drivers Neckband Ear Phones (Black)","₹4,499",999,Boult Audio,ProBass,FXCharge Black,In Ear,Bluetooth 5.2
(Renewed) boAt Rockerz 255 Pro+ Bluetooth Wireless in Ear Earphones with Mic (Active Black),,,boAt,Rockerz 225 Pro+-cr,Active Black,In Ear,Wireless
"(Renewed) Portronics Harmonics Twins 24 Smart TWS Earbuds with Bluetooth 5.0, Upto 15 H Total Playtime, Type-C Charging Port & Voice Assistant(Black)",,,Portronics,Twins 24,Black,nan,Wireless
"boAt Airdopes 500Anc Bluetooth Truly Wireless In Ear Earbuds With Mic With 35Db Hybrid Anc, Detection, Beast Mode For Gaming, With Enx Tech Upto 28 Hrs Playback, Asap Charge, Ambient Mode (Elite Blue)","₹9,999","4,999",boAt,Airdopes 500ANC,Elite Blue,In Ear,Bluetooth
"Skullcandy Jib Bluetooth Truly Wireless In Ear Earbuds With Mic Dual (Tws) With 22 Hours Total Battery, Ipx4 Sweat And Water Resistant, Noise-Isolating Fit Call Track Volume Control (Light Gray Blue)","₹8,999","3,299",Skullcandy,Jib TWS,Light Gray Blue,In Ear,Wireless
"Meyaar SP Durable Designed Metal Earphones Earbuds with Microphone & Deep Bass Clear Sound Noise Isolating in Ear Headphones, Ear Buds for Cell Phones, Tablet for All Smartphones (Metal White)",₹999,229,Meyaar,,Metal White,In Ear,wired usb
boAt Bassheads 242 in Ear Wired Earphones with Mic(Spirit Lime),"₹1,490",599,boAt,Bassheads 242,Spirit Lime,In Ear,3.5 mm Jack
"ZEBRONICS Zeb-Envy Bluetooth Wireless Over Ear Headphones with Mic with 33 hrs Playback time, Voice Assistant, with Detachable, Breathing RGB Lights and (Black)","₹3,299","1,699",ZEBRONICS,,black,Over Ear,"Wireless, Wired"
